title,text,label
Politics: Shocking Claim #19 Goes Viral,"A viral social media post claims an extraordinary event related to politics. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
World: Shocking Claim #20 Goes Viral,"A viral social media post claims an extraordinary event related to world. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Business: Shocking Claim #21 Goes Viral,"A viral social media post claims an extraordinary event related to business. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
World: Shocking Claim #22 Goes Viral,"A viral social media post claims an extraordinary event related to world. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Science: Shocking Claim #23 Goes Viral,"A viral social media post claims an extraordinary event related to science. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Business: Shocking Claim #24 Goes Viral,"A viral social media post claims an extraordinary event related to business. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Environment: Shocking Claim #25 Goes Viral,"A viral social media post claims an extraordinary event related to environment. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Economy: Shocking Claim #26 Goes Viral,"A viral social media post claims an extraordinary event related to economy. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Sports: Shocking Claim #27 Goes Viral,"A viral social media post claims an extraordinary event related to sports. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Politics: Shocking Claim #28 Goes Viral,"A viral social media post claims an extraordinary event related to politics. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Health: Shocking Claim #29 Goes Viral,"A viral social media post claims an extraordinary event related to health. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Science: Shocking Claim #30 Goes Viral,"A viral social media post claims an extraordinary event related to science. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Education: Shocking Claim #31 Goes Viral,"A viral social media post claims an extraordinary event related to education. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Sports: Shocking Claim #32 Goes Viral,"A viral social media post claims an extraordinary event related to sports. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Health: Shocking Claim #33 Goes Viral,"A viral social media post claims an extraordinary event related to health. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Business: Shocking Claim #34 Goes Viral,"A viral social media post claims an extraordinary event related to business. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Education: Shocking Claim #35 Goes Viral,"A viral social media post claims an extraordinary event related to education. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Technology: Shocking Claim #36 Goes Viral,"A viral social media post claims an extraordinary event related to technology. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Technology: Shocking Claim #37 Goes Viral,"A viral social media post claims an extraordinary event related to technology. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Science: Shocking Claim #38 Goes Viral,"A viral social media post claims an extraordinary event related to science. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Technology: Shocking Claim #39 Goes Viral,"A viral social media post claims an extraordinary event related to technology. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Education: Shocking Claim #40 Goes Viral,"A viral social media post claims an extraordinary event related to education. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Education: Shocking Claim #41 Goes Viral,"A viral social media post claims an extraordinary event related to education. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Economy: Shocking Claim #42 Goes Viral,"A viral social media post claims an extraordinary event related to economy. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Sports: Shocking Claim #43 Goes Viral,"A viral social media post claims an extraordinary event related to sports. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Politics: Shocking Claim #44 Goes Viral,"A viral social media post claims an extraordinary event related to politics. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Environment: Shocking Claim #45 Goes Viral,"A viral social media post claims an extraordinary event related to environment. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
World: Shocking Claim #46 Goes Viral,"A viral social media post claims an extraordinary event related to world. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Technology: Shocking Claim #47 Goes Viral,"A viral social media post claims an extraordinary event related to technology. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Science: Shocking Claim #48 Goes Viral,"A viral social media post claims an extraordinary event related to science. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Technology: Shocking Claim #49 Goes Viral,"A viral social media post claims an extraordinary event related to technology. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
World: Shocking Claim #50 Goes Viral,"A viral social media post claims an extraordinary event related to world. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Sports: Shocking Claim #51 Goes Viral,"A viral social media post claims an extraordinary event related to sports. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Economy: Shocking Claim #52 Goes Viral,"A viral social media post claims an extraordinary event related to economy. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Education: Shocking Claim #53 Goes Viral,"A viral social media post claims an extraordinary event related to education. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Economy: Shocking Claim #54 Goes Viral,"A viral social media post claims an extraordinary event related to economy. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Business: Shocking Claim #55 Goes Viral,"A viral social media post claims an extraordinary event related to business. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Technology: Shocking Claim #56 Goes Viral,"A viral social media post claims an extraordinary event related to technology. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Politics: Shocking Claim #57 Goes Viral,"A viral social media post claims an extraordinary event related to politics. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Business: Shocking Claim #58 Goes Viral,"A viral social media post claims an extraordinary event related to business. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Sports: Shocking Claim #59 Goes Viral,"A viral social media post claims an extraordinary event related to sports. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Technology: Shocking Claim #60 Goes Viral,"A viral social media post claims an extraordinary event related to technology. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Business: Shocking Claim #61 Goes Viral,"A viral social media post claims an extraordinary event related to business. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Technology: Shocking Claim #62 Goes Viral,"A viral social media post claims an extraordinary event related to technology. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Science: Shocking Claim #63 Goes Viral,"A viral social media post claims an extraordinary event related to science. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Sports: Shocking Claim #64 Goes Viral,"A viral social media post claims an extraordinary event related to sports. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Environment: Shocking Claim #65 Goes Viral,"A viral social media post claims an extraordinary event related to environment. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Education: Shocking Claim #66 Goes Viral,"A viral social media post claims an extraordinary event related to education. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Health: Shocking Claim #67 Goes Viral,"A viral social media post claims an extraordinary event related to health. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Education: Shocking Claim #68 Goes Viral,"A viral social media post claims an extraordinary event related to education. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Education: Shocking Claim #69 Goes Viral,"A viral social media post claims an extraordinary event related to education. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Business: Shocking Claim #70 Goes Viral,"A viral social media post claims an extraordinary event related to business. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Sports: Shocking Claim #71 Goes Viral,"A viral social media post claims an extraordinary event related to sports. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Technology: Shocking Claim #72 Goes Viral,"A viral social media post claims an extraordinary event related to technology. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Economy: Shocking Claim #73 Goes Viral,"A viral social media post claims an extraordinary event related to economy. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Health: Shocking Claim #74 Goes Viral,"A viral social media post claims an extraordinary event related to health. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
World: Shocking Claim #75 Goes Viral,"A viral social media post claims an extraordinary event related to world. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Business: Shocking Claim #76 Goes Viral,"A viral social media post claims an extraordinary event related to business. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Health: Shocking Claim #77 Goes Viral,"A viral social media post claims an extraordinary event related to health. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Environment: Shocking Claim #78 Goes Viral,"A viral social media post claims an extraordinary event related to environment. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Science: Shocking Claim #79 Goes Viral,"A viral social media post claims an extraordinary event related to science. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Sports: Shocking Claim #80 Goes Viral,"A viral social media post claims an extraordinary event related to sports. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
World: Shocking Claim #81 Goes Viral,"A viral social media post claims an extraordinary event related to world. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Business: Shocking Claim #82 Goes Viral,"A viral social media post claims an extraordinary event related to business. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Education: Shocking Claim #83 Goes Viral,"A viral social media post claims an extraordinary event related to education. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Politics: Shocking Claim #84 Goes Viral,"A viral social media post claims an extraordinary event related to politics. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Business: Shocking Claim #85 Goes Viral,"A viral social media post claims an extraordinary event related to business. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Politics: Shocking Claim #86 Goes Viral,"A viral social media post claims an extraordinary event related to politics. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Education: Shocking Claim #87 Goes Viral,"A viral social media post claims an extraordinary event related to education. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Science: Shocking Claim #88 Goes Viral,"A viral social media post claims an extraordinary event related to science. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Sports: Shocking Claim #89 Goes Viral,"A viral social media post claims an extraordinary event related to sports. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Technology: Shocking Claim #90 Goes Viral,"A viral social media post claims an extraordinary event related to technology. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Business: Shocking Claim #91 Goes Viral,"A viral social media post claims an extraordinary event related to business. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Economy: Shocking Claim #92 Goes Viral,"A viral social media post claims an extraordinary event related to economy. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Education: Shocking Claim #93 Goes Viral,"A viral social media post claims an extraordinary event related to education. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Business: Shocking Claim #94 Goes Viral,"A viral social media post claims an extraordinary event related to business. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Environment: Shocking Claim #95 Goes Viral,"A viral social media post claims an extraordinary event related to environment. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Science: Shocking Claim #96 Goes Viral,"A viral social media post claims an extraordinary event related to science. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Environment: Shocking Claim #97 Goes Viral,"A viral social media post claims an extraordinary event related to environment. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Health: Shocking Claim #98 Goes Viral,"A viral social media post claims an extraordinary event related to health. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Sports: Shocking Claim #99 Goes Viral,"A viral social media post claims an extraordinary event related to sports. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Health: Shocking Claim #100 Goes Viral,"A viral social media post claims an extraordinary event related to health. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Business: Shocking Claim #101 Goes Viral,"A viral social media post claims an extraordinary event related to business. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
World: Shocking Claim #102 Goes Viral,"A viral social media post claims an extraordinary event related to world. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
World: Shocking Claim #103 Goes Viral,"A viral social media post claims an extraordinary event related to world. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Sports: Shocking Claim #104 Goes Viral,"A viral social media post claims an extraordinary event related to sports. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Economy: Shocking Claim #105 Goes Viral,"A viral social media post claims an extraordinary event related to economy. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Science: Shocking Claim #106 Goes Viral,"A viral social media post claims an extraordinary event related to science. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Economy: Shocking Claim #107 Goes Viral,"A viral social media post claims an extraordinary event related to economy. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Science: Shocking Claim #108 Goes Viral,"A viral social media post claims an extraordinary event related to science. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Education: Shocking Claim #109 Goes Viral,"A viral social media post claims an extraordinary event related to education. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Business: Shocking Claim #110 Goes Viral,"A viral social media post claims an extraordinary event related to business. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Health: Shocking Claim #111 Goes Viral,"A viral social media post claims an extraordinary event related to health. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
World: Shocking Claim #112 Goes Viral,"A viral social media post claims an extraordinary event related to world. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Environment: Shocking Claim #113 Goes Viral,"A viral social media post claims an extraordinary event related to environment. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Technology: Shocking Claim #114 Goes Viral,"A viral social media post claims an extraordinary event related to technology. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Politics: Shocking Claim #115 Goes Viral,"A viral social media post claims an extraordinary event related to politics. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Technology: Shocking Claim #116 Goes Viral,"A viral social media post claims an extraordinary event related to technology. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Health: Shocking Claim #117 Goes Viral,"A viral social media post claims an extraordinary event related to health. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Health: Shocking Claim #118 Goes Viral,"A viral social media post claims an extraordinary event related to health. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Science: Shocking Claim #119 Goes Viral,"A viral social media post claims an extraordinary event related to science. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Economy: Shocking Claim #120 Goes Viral,"A viral social media post claims an extraordinary event related to economy. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Technology: Shocking Claim #121 Goes Viral,"A viral social media post claims an extraordinary event related to technology. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Science: Shocking Claim #122 Goes Viral,"A viral social media post claims an extraordinary event related to science. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Science: Shocking Claim #123 Goes Viral,"A viral social media post claims an extraordinary event related to science. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Economy: Shocking Claim #124 Goes Viral,"A viral social media post claims an extraordinary event related to economy. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Environment: Shocking Claim #125 Goes Viral,"A viral social media post claims an extraordinary event related to environment. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
World: Shocking Claim #126 Goes Viral,"A viral social media post claims an extraordinary event related to world. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Sports: Shocking Claim #127 Goes Viral,"A viral social media post claims an extraordinary event related to sports. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
World: Shocking Claim #128 Goes Viral,"A viral social media post claims an extraordinary event related to world. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Politics: Shocking Claim #129 Goes Viral,"A viral social media post claims an extraordinary event related to politics. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Technology: Shocking Claim #130 Goes Viral,"A viral social media post claims an extraordinary event related to technology. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
World: Shocking Claim #131 Goes Viral,"A viral social media post claims an extraordinary event related to world. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Sports: Shocking Claim #132 Goes Viral,"A viral social media post claims an extraordinary event related to sports. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
